Loan_ID,Issue_Date,Loan_Amount,Total_Received,Region,Loan_Status,Loan_Category,Amount_Category,Month_Year
LN-1492,2023-12-26 12:28:06.486486484,35000,26720.47147410303,South,Fully Paid,Good Loan,High,2023-12
LN-1493,2023-12-27 06:00:21.621621620,20000,21046.96607359143,South,Fully Paid,Good Loan,Medium,2023-12
LN-1494,2023-12-27 23:32:36.756756756,25000,26218.435277452325,East,Current,Good Loan,High,2023-12
LN-1495,2023-12-28 17:04:51.891891892,20000,14233.978264276473,Central,Current,Good Loan,Medium,2023-12
LN-1496,2023-12-29 10:37:07.027027024,10000,10303.267002259052,West,Fully Paid,Good Loan,Low,2023-12
LN-1497,2023-12-30 04:09:22.162162160,10000,7515.479469893781,West,Charged Off,Bad Loan,Low,2023-12
LN-1498,2023-12-30 21:41:37.297297296,25000,20851.18854259142,East,Fully Paid,Good Loan,High,2023-12
LN-1499,2023-12-31 15:13:52.432432432,20000,19948.06605033286,South,Fully Paid,Good Loan,Medium,2023-12
LN-1500,2024-01-01 08:46:07.567567568,5000,3821.5197920966166,East,Fully Paid,Good Loan,Low,2024-01
LN-1501,2024-01-02 02:18:22.702702700,35000,35951.53833766687,East,Fully Paid,Good Loan,High,2024-01
LN-1502,2024-01-02 19:50:37.837837836,35000,36149.87849140839,North,Current,Good Loan,High,2024-01
LN-1503,2024-01-03 13:22:52.972972972,25000,22574.677337608362,Central,Fully Paid,Good Loan,High,2024-01
LN-1504,2024-01-04 06:55:08.108108108,10000,7025.543486867334,West,Fully Paid,Good Loan,Low,2024-01
LN-1505,2024-01-05 00:27:23.243243244,10000,8148.152532699651,South,Charged Off,Bad Loan,Low,2024-01
LN-1506,2024-01-05 17:59:38.378378376,35000,33136.97685726039,West,Fully Paid,Good Loan,High,2024-01
LN-1507,2024-01-06 11:31:53.513513512,25000,27311.861780274237,West,Fully Paid,Good Loan,High,2024-01
LN-1508,2024-01-07 05:04:08.648648648,20000,19054.50821613335,Central,Fully Paid,Good Loan,Medium,2024-01
LN-1509,2024-01-07 22:36:23.783783784,10000,8039.214324256639,West,Fully Paid,Good Loan,Low,2024-01
LN-1510,2024-01-08 16:08:38.918918916,20000,19072.04562479689,West,Fully Paid,Good Loan,Medium,2024-01
LN-1511,2024-01-09 09:40:54.054054052,10000,9159.941518863423,East,Current,Good Loan,Low,2024-01
LN-1512,2024-01-10 03:13:09.189189188,10000,10119.381580604573,Central,Fully Paid,Good Loan,Low,2024-01
LN-1513,2024-01-10 20:45:24.324324324,15000,11141.88383296175,North,Fully Paid,Good Loan,Medium,2024-01
LN-1514,2024-01-11 14:17:39.459459460,10000,10044.111610008113,South,Current,Good Loan,Low,2024-01
LN-1515,2024-01-12 07:49:54.594594592,5000,4582.533157352221,West,Current,Good Loan,Low,2024-01
LN-1516,2024-01-13 01:22:09.729729728,25000,27129.92003858995,South,Fully Paid,Good Loan,High,2024-01
LN-1517,2024-01-13 18:54:24.864864864,25000,20918.721660386862,North,Fully Paid,Good Loan,High,2024-01
LN-1518,2024-01-14 12:26:40.000000000,20000,19060.975145071585,South,Fully Paid,Good Loan,Medium,2024-01
LN-1519,2024-01-15 05:58:55.135135132,10000,10728.11242204007,North,Fully Paid,Good Loan,Low,2024-01
LN-1520,2024-01-15 23:31:10.270270268,5000,3705.019455981358,East,Fully Paid,Good Loan,Low,2024-01
LN-1521,2024-01-16 17:03:25.405405404,20000,21497.827897891613,West,Fully Paid,Good Loan,Medium,2024-01
LN-1522,2024-01-17 10:35:40.540540540,15000,14627.314333804881,North,Charged Off,Bad Loan,Medium,2024-01
LN-1523,2024-01-18 04:07:55.675675676,20000,14542.696472841375,South,Fully Paid,Good Loan,Medium,2024-01
LN-1524,2024-01-18 21:40:10.810810808,20000,16407.70853557453,West,Current,Good Loan,Medium,2024-01
LN-1525,2024-01-19 15:12:25.945945944,10000,9832.688354581127,East,Fully Paid,Good Loan,Low,2024-01
LN-1526,2024-01-20 08:44:41.081081080,15000,10904.10360881263,West,Current,Good Loan,Medium,2024-01
LN-1527,2024-01-21 02:16:56.216216216,20000,18657.363681410185,North,Fully Paid,Good Loan,Medium,2024-01
LN-1528,2024-01-21 19:49:11.351351352,5000,4191.766113905914,East,Current,Good Loan,Low,2024-01
LN-1529,2024-01-22 13:21:26.486486484,5000,4741.831035534955,South,Fully Paid,Good Loan,Low,2024-01
LN-1530,2024-01-23 06:53:41.621621620,25000,17957.42033812513,East,Fully Paid,Good Loan,High,2024-01
LN-1531,2024-01-24 00:25:56.756756756,15000,15729.220836914259,East,Fully Paid,Good Loan,Medium,2024-01
LN-1532,2024-01-24 17:58:11.891891892,15000,16340.933815064383,Central,Current,Good Loan,Medium,2024-01
LN-1533,2024-01-25 11:30:27.027027024,25000,27188.77855285692,East,Fully Paid,Good Loan,High,2024-01
LN-1534,2024-01-26 05:02:42.162162160,20000,19997.2146539434,East,Fully Paid,Good Loan,Medium,2024-01
LN-1535,2024-01-26 22:34:57.297297296,15000,11280.517440783791,West,Fully Paid,Good Loan,Medium,2024-01
LN-1536,2024-01-27 16:07:12.432432432,5000,5016.526391858045,South,Fully Paid,Good Loan,Low,2024-01
LN-1537,2024-01-28 09:39:27.567567568,5000,3549.173832917603,West,Fully Paid,Good Loan,Low,2024-01
LN-1538,2024-01-29 03:11:42.702702700,10000,7088.494206115988,West,Fully Paid,Good Loan,Low,2024-01
LN-1539,2024-01-29 20:43:57.837837836,15000,12441.661314897246,North,Charged Off,Bad Loan,Medium,2024-01
LN-1540,2024-01-30 14:16:12.972972972,20000,17909.145523237326,West,Current,Good Loan,Medium,2024-01
LN-1541,2024-01-31 07:48:28.108108108,25000,25204.074178077935,Central,Charged Off,Bad Loan,High,2024-01
LN-1542,2024-02-01 01:20:43.243243240,25000,24332.953766065053,Central,Fully Paid,Good Loan,High,2024-02
LN-1543,2024-02-01 18:52:58.378378376,20000,17567.221651013988,North,Charged Off,Bad Loan,Medium,2024-02
LN-1544,2024-02-02 12:25:13.513513512,35000,28330.773327943323,South,Current,Good Loan,High,2024-02
LN-1545,2024-02-03 05:57:28.648648648,10000,10988.498000630847,South,Current,Good Loan,Low,2024-02
LN-1546,2024-02-03 23:29:43.783783784,25000,21761.81302235973,West,Fully Paid,Good Loan,High,2024-02
LN-1547,2024-02-04 17:01:58.918918916,15000,13208.322145978053,West,Fully Paid,Good Loan,Medium,2024-02
LN-1548,2024-02-05 10:34:14.054054052,10000,7654.495284766677,West,Current,Good Loan,Low,2024-02
LN-1549,2024-02-06 04:06:29.189189188,15000,15268.857292499577,South,Fully Paid,Good Loan,Medium,2024-02
LN-1550,2024-02-06 21:38:44.324324324,5000,4887.364451562978,East,Fully Paid,Good Loan,Low,2024-02
LN-1551,2024-02-07 15:10:59.459459460,10000,7883.078451155041,Central,Fully Paid,Good Loan,Low,2024-02
LN-1552,2024-02-08 08:43:14.594594592,25000,18323.810456158426,East,Charged Off,Bad Loan,High,2024-02
LN-1553,2024-02-09 02:15:29.729729728,10000,9721.997208298853,East,Charged Off,Bad Loan,Low,2024-02
LN-1554,2024-02-09 19:47:44.864864864,10000,9618.044857124542,South,Charged Off,Bad Loan,Low,2024-02
LN-1555,2024-02-10 13:20:00.000000000,10000,8093.0381079928375,East,Fully Paid,Good Loan,Low,2024-02
LN-1556,2024-02-11 06:52:15.135135132,35000,37812.08987150575,North,Fully Paid,Good Loan,High,2024-02
LN-1557,2024-02-12 00:24:30.270270268,10000,7604.2315671236,West,Fully Paid,Good Loan,Low,2024-02
LN-1558,2024-02-12 17:56:45.405405404,15000,13094.008806255611,North,Fully Paid,Good Loan,Medium,2024-02
LN-1559,2024-02-13 11:29:00.540540540,5000,5387.231840335198,Central,Fully Paid,Good Loan,Low,2024-02
LN-1560,2024-02-14 05:01:15.675675676,20000,17357.818535408976,West,Fully Paid,Good Loan,Medium,2024-02
LN-1561,2024-02-14 22:33:30.810810808,10000,9554.103790656343,East,Fully Paid,Good Loan,Low,2024-02
LN-1562,2024-02-15 16:05:45.945945944,25000,21475.943979627944,Central,Fully Paid,Good Loan,High,2024-02
LN-1563,2024-02-16 09:38:01.081081080,10000,8096.8608093946805,West,Charged Off,Bad Loan,Low,2024-02
LN-1564,2024-02-17 03:10:16.216216216,25000,27339.776479598288,East,Fully Paid,Good Loan,High,2024-02
LN-1565,2024-02-17 20:42:31.351351352,15000,12956.004037890258,North,Charged Off,Bad Loan,Medium,2024-02
LN-1566,2024-02-18 14:14:46.486486484,25000,26440.992036791344,West,Fully Paid,Good Loan,High,2024-02
LN-1567,2024-02-19 07:47:01.621621620,20000,15839.636847128688,East,Fully Paid,Good Loan,Medium,2024-02
LN-1568,2024-02-20 01:19:16.756756756,5000,3926.2094080501665,North,Fully Paid,Good Loan,Low,2024-02
LN-1569,2024-02-20 18:51:31.891891892,25000,17811.340828845114,Central,Fully Paid,Good Loan,High,2024-02
LN-1570,2024-02-21 12:23:47.027027024,25000,24016.668253758853,Central,Fully Paid,Good Loan,High,2024-02
LN-1571,2024-02-22 05:56:02.162162160,5000,4237.052687447523,Central,Current,Good Loan,Low,2024-02
LN-1572,2024-02-22 23:28:17.297297296,20000,20914.865998717098,Central,Fully Paid,Good Loan,Medium,2024-02
LN-1573,2024-02-23 17:00:32.432432432,10000,8892.839626766228,South,Fully Paid,Good Loan,Low,2024-02
LN-1574,2024-02-24 10:32:47.567567568,25000,27181.93427914722,West,Fully Paid,Good Loan,High,2024-02
LN-1575,2024-02-25 04:05:02.702702704,5000,3871.0510314062426,West,Charged Off,Bad Loan,Low,2024-02
LN-1576,2024-02-25 21:37:17.837837840,15000,15711.739007733666,South,Current,Good Loan,Medium,2024-02
LN-1577,2024-02-26 15:09:32.972972968,5000,5053.193705583484,East,Current,Good Loan,Low,2024-02
LN-1578,2024-02-27 08:41:48.108108104,15000,15125.531067864315,East,Fully Paid,Good Loan,Medium,2024-02
LN-1579,2024-02-28 02:14:03.243243240,20000,20758.265824935104,Central,Current,Good Loan,Medium,2024-02
LN-1580,2024-02-28 19:46:18.378378376,10000,10044.095963771995,North,Current,Good Loan,Low,2024-02
LN-1581,2024-02-29 13:18:33.513513512,5000,4752.440643262831,East,Fully Paid,Good Loan,Low,2024-02
LN-1582,2024-03-01 06:50:48.648648648,35000,26337.428287553426,North,Charged Off,Bad Loan,High,2024-03
LN-1583,2024-03-02 00:23:03.783783784,25000,17825.261794912516,West,Fully Paid,Good Loan,High,2024-03
LN-1584,2024-03-02 17:55:18.918918920,20000,21366.782782525497,North,Charged Off,Bad Loan,Medium,2024-03
LN-1585,2024-03-03 11:27:34.054054056,5000,4733.300629041476,West,Charged Off,Bad Loan,Low,2024-03
LN-1586,2024-03-04 04:59:49.189189184,25000,25465.37290976176,South,Fully Paid,Good Loan,High,2024-03
LN-1587,2024-03-04 22:32:04.324324320,5000,4463.0447030251,South,Fully Paid,Good Loan,Low,2024-03
LN-1588,2024-03-05 16:04:19.459459456,15000,11203.849133774365,Central,Charged Off,Bad Loan,Medium,2024-03
LN-1589,2024-03-06 09:36:34.594594592,5000,3750.3715844051007,East,Fully Paid,Good Loan,Low,2024-03
LN-1590,2024-03-07 03:08:49.729729728,35000,34097.9140212056,Central,Fully Paid,Good Loan,High,2024-03
LN-1591,2024-03-07 20:41:04.864864864,5000,4360.611789798925,West,Charged Off,Bad Loan,Low,2024-03
LN-1592,2024-03-08 14:13:20.000000000,5000,3901.0494534006734,Central,Fully Paid,Good Loan,Low,2024-03
LN-1593,2024-03-09 07:45:35.135135136,35000,31382.323654380118,North,Fully Paid,Good Loan,High,2024-03
LN-1594,2024-03-10 01:17:50.270270272,20000,14513.671496601073,West,Fully Paid,Good Loan,Medium,2024-03
LN-1595,2024-03-10 18:50:05.405405408,5000,4663.942803828798,South,Fully Paid,Good Loan,Low,2024-03
LN-1596,2024-03-11 12:22:20.540540536,35000,28265.907662091366,East,Fully Paid,Good Loan,High,2024-03
LN-1597,2024-03-12 05:54:35.675675672,25000,25475.591006371884,West,Fully Paid,Good Loan,High,2024-03
LN-1598,2024-03-12 23:26:50.810810808,15000,12362.171753541443,West,Fully Paid,Good Loan,Medium,2024-03
LN-1599,2024-03-13 16:59:05.945945944,15000,13231.320894490807,North,Fully Paid,Good Loan,Medium,2024-03
LN-1600,2024-03-14 10:31:21.081081080,5000,3523.2410798162014,East,Current,Good Loan,Low,2024-03
LN-1601,2024-03-15 04:03:36.216216216,20000,14579.57510235647,South,Fully Paid,Good Loan,Medium,2024-03
LN-1602,2024-03-15 21:35:51.351351352,20000,17139.94845125348,West,Fully Paid,Good Loan,Medium,2024-03
LN-1603,2024-03-16 15:08:06.486486488,25000,22299.388347171232,West,Current,Good Loan,High,2024-03
LN-1604,2024-03-17 08:40:21.621621624,5000,4700.041096238608,North,Fully Paid,Good Loan,Low,2024-03
LN-1605,2024-03-18 02:12:36.756756752,15000,12249.97547225582,Central,Fully Paid,Good Loan,Medium,2024-03
LN-1606,2024-03-18 19:44:51.891891888,20000,19559.85508901234,South,Fully Paid,Good Loan,Medium,2024-03
LN-1607,2024-03-19 13:17:07.027027024,5000,5220.244794378409,East,Charged Off,Bad Loan,Low,2024-03
LN-1608,2024-03-20 06:49:22.162162160,20000,20238.8079111468,West,Fully Paid,Good Loan,Medium,2024-03
LN-1609,2024-03-21 00:21:37.297297296,35000,25054.663554876995,West,Fully Paid,Good Loan,High,2024-03
LN-1610,2024-03-21 17:53:52.432432432,20000,17844.05557806263,South,Current,Good Loan,Medium,2024-03
LN-1611,2024-03-22 11:26:07.567567568,15000,11129.58107050905,Central,Fully Paid,Good Loan,Medium,2024-03
LN-1612,2024-03-23 04:58:22.702702704,10000,7968.18006345011,West,Fully Paid,Good Loan,Low,2024-03
LN-1613,2024-03-23 22:30:37.837837840,25000,27366.625932671468,South,Fully Paid,Good Loan,High,2024-03
LN-1614,2024-03-24 16:02:52.972972968,25000,18924.95542901513,North,Fully Paid,Good Loan,High,2024-03
LN-1615,2024-03-25 09:35:08.108108104,15000,13493.328920708136,Central,Current,Good Loan,Medium,2024-03
LN-1616,2024-03-26 03:07:23.243243240,20000,18945.245874544955,East,Fully Paid,Good Loan,Medium,2024-03
LN-1617,2024-03-26 20:39:38.378378376,5000,4904.929941088208,West,Fully Paid,Good Loan,Low,2024-03
LN-1618,2024-03-27 14:11:53.513513512,20000,18477.189467895314,South,Fully Paid,Good Loan,Medium,2024-03
LN-1619,2024-03-28 07:44:08.648648648,15000,10558.625084515103,North,Current,Good Loan,Medium,2024-03
LN-1620,2024-03-29 01:16:23.783783784,25000,20764.61308243992,East,Fully Paid,Good Loan,High,2024-03
LN-1621,2024-03-29 18:48:38.918918920,20000,18141.693147077694,South,Fully Paid,Good Loan,Medium,2024-03
LN-1622,2024-03-30 12:20:54.054054056,25000,18378.66499144833,South,Fully Paid,Good Loan,High,2024-03
LN-1623,2024-03-31 05:53:09.189189184,5000,4201.253862418362,East,Fully Paid,Good Loan,Low,2024-03
LN-1624,2024-03-31 23:25:24.324324320,25000,17832.031087913663,North,Fully Paid,Good Loan,High,2024-03
LN-1625,2024-04-01 16:57:39.459459456,25000,18285.784971550205,North,Fully Paid,Good Loan,High,2024-04
LN-1626,2024-04-02 10:29:54.594594592,10000,8587.693104806383,Central,Fully Paid,Good Loan,Low,2024-04
LN-1627,2024-04-03 04:02:09.729729728,10000,7530.863016172241,West,Fully Paid,Good Loan,Low,2024-04
LN-1628,2024-04-03 21:34:24.864864864,35000,32445.57187566182,East,Fully Paid,Good Loan,High,2024-04
LN-1629,2024-04-04 15:06:40.000000000,10000,9757.859876549062,East,Charged Off,Bad Loan,Low,2024-04
LN-1630,2024-04-05 08:38:55.135135136,25000,25505.866991090832,East,Fully Paid,Good Loan,High,2024-04
LN-1631,2024-04-06 02:11:10.270270272,15000,11700.901465468862,North,Current,Good Loan,Medium,2024-04
LN-1632,2024-04-06 19:43:25.405405400,25000,19174.825822590697,West,Fully Paid,Good Loan,High,2024-04
LN-1633,2024-04-07 13:15:40.540540536,15000,11127.407042006402,Central,Fully Paid,Good Loan,Medium,2024-04
LN-1634,2024-04-08 06:47:55.675675672,15000,14318.581497261821,South,Fully Paid,Good Loan,Medium,2024-04
LN-1635,2024-04-09 00:20:10.810810808,10000,9825.902905947605,South,Fully Paid,Good Loan,Low,2024-04
LN-1636,2024-04-09 17:52:25.945945944,20000,14252.689158605137,East,Fully Paid,Good Loan,Medium,2024-04
LN-1637,2024-04-10 11:24:41.081081080,5000,5372.42449248738,West,Charged Off,Bad Loan,Low,2024-04
LN-1638,2024-04-11 04:56:56.216216216,10000,7207.885134605889,North,Fully Paid,Good Loan,Low,2024-04
LN-1639,2024-04-11 22:29:11.351351352,10000,9165.185341204282,West,Charged Off,Bad Loan,Low,2024-04
LN-1640,2024-04-12 16:01:26.486486488,20000,19672.484155607333,West,Fully Paid,Good Loan,Medium,2024-04
LN-1641,2024-04-13 09:33:41.621621624,5000,5241.938247492171,North,Current,Good Loan,Low,2024-04
LN-1642,2024-04-14 03:05:56.756756752,25000,24640.86932132428,East,Fully Paid,Good Loan,High,2024-04
LN-1643,2024-04-14 20:38:11.891891888,35000,35724.193162977084,West,Current,Good Loan,High,2024-04
LN-1644,2024-04-15 14:10:27.027027024,35000,29252.302695599286,South,Fully Paid,Good Loan,High,2024-04
LN-1645,2024-04-16 07:42:42.162162160,25000,25648.251137465122,North,Current,Good Loan,High,2024-04
LN-1646,2024-04-17 01:14:57.297297296,10000,7320.4593855387,Central,Fully Paid,Good Loan,Low,2024-04
LN-1647,2024-04-17 18:47:12.432432432,5000,5289.6333121210555,East,Current,Good Loan,Low,2024-04
LN-1648,2024-04-18 12:19:27.567567568,10000,9190.369504614946,North,Fully Paid,Good Loan,Low,2024-04
LN-1649,2024-04-19 05:51:42.702702704,15000,15403.786619774963,Central,Charged Off,Bad Loan,Medium,2024-04
LN-1650,2024-04-19 23:23:57.837837840,10000,8809.2731380732,Central,Fully Paid,Good Loan,Low,2024-04
LN-1651,2024-04-20 16:56:12.972972968,10000,9574.3107807861,West,Current,Good Loan,Low,2024-04
LN-1652,2024-04-21 10:28:28.108108104,25000,22764.02660936113,West,Charged Off,Bad Loan,High,2024-04
LN-1653,2024-04-22 04:00:43.243243240,25000,24815.89521755332,West,Current,Good Loan,High,2024-04
LN-1654,2024-04-22 21:32:58.378378376,25000,18316.299820305896,North,Fully Paid,Good Loan,High,2024-04
LN-1655,2024-04-23 15:05:13.513513512,35000,25344.929175867892,North,Fully Paid,Good Loan,High,2024-04
LN-1656,2024-04-24 08:37:28.648648648,15000,11982.619404060879,East,Charged Off,Bad Loan,Medium,2024-04
LN-1657,2024-04-25 02:09:43.783783784,25000,19095.446801131882,West,Fully Paid,Good Loan,High,2024-04
LN-1658,2024-04-25 19:41:58.918918920,5000,5243.567133184403,Central,Fully Paid,Good Loan,Low,2024-04
LN-1659,2024-04-26 13:14:14.054054056,35000,27568.99582301262,South,Current,Good Loan,High,2024-04
LN-1660,2024-04-27 06:46:29.189189184,20000,21806.922046553052,East,Current,Good Loan,Medium,2024-04
LN-1661,2024-04-28 00:18:44.324324320,5000,4173.791583542214,North,Fully Paid,Good Loan,Low,2024-04
LN-1662,2024-04-28 17:50:59.459459456,5000,3864.2358313773984,East,Current,Good Loan,Low,2024-04
LN-1663,2024-04-29 11:23:14.594594592,25000,25396.985071424795,East,Current,Good Loan,High,2024-04
LN-1664,2024-04-30 04:55:29.729729728,20000,19269.66220400701,East,Fully Paid,Good Loan,Medium,2024-04
LN-1665,2024-04-30 22:27:44.864864864,20000,17985.565731625113,East,Charged Off,Bad Loan,Medium,2024-04
LN-1666,2024-05-01 16:00:00.000000000,35000,32275.08971312684,South,Fully Paid,Good Loan,High,2024-05
LN-1667,2024-05-02 09:32:15.135135136,20000,19753.614226178113,West,Fully Paid,Good Loan,Medium,2024-05
LN-1668,2024-05-03 03:04:30.270270272,15000,11870.728447987793,Central,Fully Paid,Good Loan,Medium,2024-05
LN-1669,2024-05-03 20:36:45.405405400,25000,27463.339160567422,East,Fully Paid,Good Loan,High,2024-05
LN-1670,2024-05-04 14:09:00.540540536,20000,21798.34529717427,East,Charged Off,Bad Loan,Medium,2024-05
LN-1671,2024-05-05 07:41:15.675675672,35000,33604.55960885712,East,Fully Paid,Good Loan,High,2024-05
LN-1672,2024-05-06 01:13:30.810810808,15000,11697.254705574871,West,Fully Paid,Good Loan,Medium,2024-05
LN-1673,2024-05-06 18:45:45.945945944,10000,9720.912969725166,North,Fully Paid,Good Loan,Low,2024-05
LN-1674,2024-05-07 12:18:01.081081080,10000,7288.793635916702,North,Fully Paid,Good Loan,Low,2024-05
LN-1675,2024-05-08 05:50:16.216216216,15000,10683.915013234835,South,Fully Paid,Good Loan,Medium,2024-05
LN-1676,2024-05-08 23:22:31.351351352,35000,28107.56043915699,North,Fully Paid,Good Loan,High,2024-05
LN-1677,2024-05-09 16:54:46.486486488,15000,13275.737740435898,East,Fully Paid,Good Loan,Medium,2024-05
LN-1678,2024-05-10 10:27:01.621621624,25000,26182.725054083807,East,Charged Off,Bad Loan,High,2024-05
LN-1679,2024-05-11 03:59:16.756756752,25000,24771.69069766308,East,Fully Paid,Good Loan,High,2024-05
LN-1680,2024-05-11 21:31:31.891891888,10000,9970.826084799925,South,Fully Paid,Good Loan,Low,2024-05
LN-1681,2024-05-12 15:03:47.027027024,20000,17403.946675584604,East,Fully Paid,Good Loan,Medium,2024-05
LN-1682,2024-05-13 08:36:02.162162160,35000,29343.08989565748,North,Current,Good Loan,High,2024-05
LN-1683,2024-05-14 02:08:17.297297296,10000,8484.15505193841,West,Fully Paid,Good Loan,Low,2024-05
LN-1684,2024-05-14 19:40:32.432432432,20000,21901.196509888465,West,Fully Paid,Good Loan,Medium,2024-05
LN-1685,2024-05-15 13:12:47.567567568,20000,14320.873531299858,Central,Fully Paid,Good Loan,Medium,2024-05
LN-1686,2024-05-16 06:45:02.702702704,25000,26170.31496122449,North,Charged Off,Bad Loan,High,2024-05
LN-1687,2024-05-17 00:17:17.837837840,5000,4657.350817144787,East,Fully Paid,Good Loan,Low,2024-05
LN-1688,2024-05-17 17:49:32.972972968,5000,4377.230838379181,West,Current,Good Loan,Low,2024-05
LN-1689,2024-05-18 11:21:48.108108104,15000,14851.54596249082,North,Fully Paid,Good Loan,Medium,2024-05
LN-1690,2024-05-19 04:54:03.243243240,25000,22366.68941424703,West,Fully Paid,Good Loan,High,2024-05
LN-1691,2024-05-19 22:26:18.378378376,20000,20987.385904653285,East,Current,Good Loan,Medium,2024-05
LN-1692,2024-05-20 15:58:33.513513512,35000,37109.82609615762,West,Fully Paid,Good Loan,High,2024-05
LN-1693,2024-05-21 09:30:48.648648648,5000,4343.441853746911,Central,Charged Off,Bad Loan,Low,2024-05
LN-1694,2024-05-22 03:03:03.783783784,20000,16214.622377880412,Central,Charged Off,Bad Loan,Medium,2024-05
LN-1695,2024-05-22 20:35:18.918918920,5000,4684.700657186724,West,Charged Off,Bad Loan,Low,2024-05
LN-1696,2024-05-23 14:07:34.054054056,5000,5324.726691233383,North,Fully Paid,Good Loan,Low,2024-05
LN-1697,2024-05-24 07:39:49.189189184,5000,3921.3243780113335,North,Current,Good Loan,Low,2024-05
LN-1698,2024-05-25 01:12:04.324324320,35000,33221.53216988876,North,Fully Paid,Good Loan,High,2024-05
LN-1699,2024-05-25 18:44:19.459459456,25000,23815.60220092521,West,Charged Off,Bad Loan,High,2024-05
LN-1700,2024-05-26 12:16:34.594594592,35000,34763.58231381394,North,Fully Paid,Good Loan,High,2024-05
LN-1701,2024-05-27 05:48:49.729729728,10000,7526.270740509039,East,Current,Good Loan,Low,2024-05
LN-1702,2024-05-27 23:21:04.864864864,20000,19726.59971745671,Central,Fully Paid,Good Loan,Medium,2024-05
LN-1703,2024-05-28 16:53:20.000000000,25000,26590.325206656413,East,Fully Paid,Good Loan,High,2024-05
LN-1704,2024-05-29 10:25:35.135135136,25000,19296.831088702416,North,Fully Paid,Good Loan,High,2024-05
LN-1705,2024-05-30 03:57:50.270270272,25000,19875.433249238777,East,Current,Good Loan,High,2024-05
LN-1706,2024-05-30 21:30:05.405405400,25000,27213.9509404164,North,Fully Paid,Good Loan,High,2024-05
LN-1707,2024-05-31 15:02:20.540540536,35000,27033.677337932855,West,Fully Paid,Good Loan,High,2024-05
LN-1708,2024-06-01 08:34:35.675675672,25000,26043.850933695794,East,Current,Good Loan,High,2024-06
LN-1709,2024-06-02 02:06:50.810810808,15000,13453.66713868821,West,Fully Paid,Good Loan,Medium,2024-06
LN-1710,2024-06-02 19:39:05.945945944,20000,15977.848595225416,West,Fully Paid,Good Loan,Medium,2024-06
LN-1711,2024-06-03 13:11:21.081081080,25000,26207.499012725115,South,Fully Paid,Good Loan,High,2024-06
LN-1712,2024-06-04 06:43:36.216216216,20000,17562.442040021324,North,Fully Paid,Good Loan,Medium,2024-06
LN-1713,2024-06-05 00:15:51.351351352,15000,13588.90412357814,Central,Fully Paid,Good Loan,Medium,2024-06
LN-1714,2024-06-05 17:48:06.486486488,15000,12655.400216398593,North,Fully Paid,Good Loan,Medium,2024-06
LN-1715,2024-06-06 11:20:21.621621616,20000,18743.60681147942,Central,Fully Paid,Good Loan,Medium,2024-06
LN-1716,2024-06-07 04:52:36.756756752,5000,3827.0477451700453,North,Fully Paid,Good Loan,Low,2024-06
LN-1717,2024-06-07 22:24:51.891891888,10000,8564.326146607043,West,Current,Good Loan,Low,2024-06
LN-1718,2024-06-08 15:57:07.027027024,5000,5438.824644670575,East,Fully Paid,Good Loan,Low,2024-06
LN-1719,2024-06-09 09:29:22.162162160,5000,4016.266865402255,East,Fully Paid,Good Loan,Low,2024-06
LN-1720,2024-06-10 03:01:37.297297296,35000,33694.31330357809,South,Charged Off,Bad Loan,High,2024-06
LN-1721,2024-06-10 20:33:52.432432432,5000,4150.380128449389,Central,Fully Paid,Good Loan,Low,2024-06
LN-1722,2024-06-11 14:06:07.567567568,25000,25234.731256866005,Central,Fully Paid,Good Loan,High,2024-06
LN-1723,2024-06-12 07:38:22.702702704,35000,26332.2312500569,Central,Current,Good Loan,High,2024-06
LN-1724,2024-06-13 01:10:37.837837840,35000,38077.49463109963,West,Charged Off,Bad Loan,High,2024-06
LN-1725,2024-06-13 18:42:52.972972968,15000,13222.737248301835,Central,Current,Good Loan,Medium,2024-06
LN-1726,2024-06-14 12:15:08.108108104,5000,3972.100926692928,East,Current,Good Loan,Low,2024-06
LN-1727,2024-06-15 05:47:23.243243240,15000,10940.980483980076,West,Current,Good Loan,Medium,2024-06
LN-1728,2024-06-15 23:19:38.378378376,20000,15358.063240700327,North,Fully Paid,Good Loan,Medium,2024-06
LN-1729,2024-06-16 16:51:53.513513512,10000,9079.09579422407,Central,Current,Good Loan,Low,2024-06
LN-1730,2024-06-17 10:24:08.648648648,35000,29218.044470038007,Central,Fully Paid,Good Loan,High,2024-06
LN-1731,2024-06-18 03:56:23.783783784,20000,20631.066927060874,North,Charged Off,Bad Loan,Medium,2024-06
LN-1732,2024-06-18 21:28:38.918918920,20000,17447.100189294448,Central,Fully Paid,Good Loan,Medium,2024-06
LN-1733,2024-06-19 15:00:54.054054056,25000,19987.1427258763,North,Fully Paid,Good Loan,High,2024-06
LN-1734,2024-06-20 08:33:09.189189184,10000,9468.579946416121,West,Fully Paid,Good Loan,Low,2024-06
LN-1735,2024-06-21 02:05:24.324324320,20000,19654.217735083566,East,Current,Good Loan,Medium,2024-06
LN-1736,2024-06-21 19:37:39.459459456,20000,15336.335263207598,North,Fully Paid,Good Loan,Medium,2024-06
LN-1737,2024-06-22 13:09:54.594594592,10000,7670.47686515327,South,Charged Off,Bad Loan,Low,2024-06
LN-1738,2024-06-23 06:42:09.729729728,10000,7146.685707734172,North,Current,Good Loan,Low,2024-06
